0,-111.2708969116211
1,-115.10765075683594
2,-115.16039276123047
3,-109.75933074951172
4,-108.66468048095703
5,-110.79047393798828
6,-111.06112670898438
7,-112.53894805908203
8,-112.1970443725586
9,-110.24581146240234
10,-110.0511474609375
11,-109.19840240478516
12,-107.49884796142578
13,-108.03626251220703
14,-110.9380111694336
15,-110.6114730834961
16,-107.77678680419922
17,-107.22884368896484
18,-108.42090606689453
19,-109.26538848876953
20,-108.17206573486328
21,-108.68958282470703
22,-111.07451629638672
23,-112.62742614746094
24,-110.60254669189453
25,-109.58831024169922
26,-110.0154800415039
27,-110.8724594116211
28,-111.58991241455078
29,-110.84204864501953
30,-108.77106475830078
31,-109.69055938720703
32,-110.5971908569336
33,-109.34688568115234
34,-110.1213150024414
35,-110.48921966552734
36,-107.94136810302734
37,-106.8259506225586
38,-109.11127471923828
39,-112.84595489501953
40,-111.36151885986328
41,-108.34867095947266
42,-107.86951446533203
43,-110.22771453857422
44,-109.55802154541016
45,-106.9081039428711
46,-107.5325698852539
47,-109.90978240966797
48,-109.23372650146484
49,-108.95856475830078
50,-109.92831420898438
51,-107.7340087890625
52,-108.49168395996094
53,-109.52667236328125
54,-108.53157043457031
55,-106.5940933227539
56,-106.7864990234375
57,-109.23908996582031
58,-111.09042358398438
59,-110.20875549316406
60,-110.84385681152344
61,-111.6844482421875
62,-109.97806549072266
63,-111.04609680175781
64,-110.3316650390625
65,-109.07524108886719
66,-109.36158752441406
67,-111.53262329101562
68,-112.8375473022461
69,-112.9285888671875
70,-112.51557922363281
71,-111.74977111816406
72,-110.96565246582031
73,-111.8422622680664
74,-113.56611633300781
75,-115.26075744628906
76,-116.6761474609375
77,-112.994140625
78,-112.51411437988281
79,-113.16030883789062
80,-110.3863296508789
81,-109.35436248779297
82,-111.49969482421875
83,-113.14704895019531
84,-110.56961059570312
85,-109.75625610351562
86,-110.88327026367188
87,-109.10746002197266
88,-109.04672241210938
89,-110.209228515625
90,-110.52731323242188
91,-109.84605407714844
92,-108.3128890991211
93,-109.42707824707031
94,-110.79987335205078
95,-109.57460021972656
96,-108.24879455566406
97,-107.77735900878906
98,-109.18276977539062
99,-109.01270294189453
100,-107.94020080566406
101,-109.78749084472656
102,-114.07989501953125
103,-110.47816467285156
104,-108.92221069335938
105,-108.90225982666016
106,-107.53736877441406
107,-107.6832275390625
108,-109.48890686035156
109,-109.65144348144531
110,-109.65492248535156
111,-107.83697509765625
112,-108.28729248046875
113,-110.12788391113281
114,-111.36113739013672
115,-118.83734130859375
116,-116.12432861328125
117,-111.1213150024414
118,-110.37114715576172
119,-109.6972885131836
120,-111.25813293457031
121,-109.58470153808594
122,-108.58695983886719
123,-110.37578582763672
124,-110.1961669921875
125,-108.52235412597656
126,-108.56610107421875
127,-110.93673706054688
128,-109.91221618652344
129,-107.899658203125
130,-107.44701385498047
131,-108.76541137695312
132,-110.15231323242188
133,-110.53175354003906
134,-112.05606079101562
135,-108.97709655761719
136,-108.0260238647461
137,-108.522705078125
138,-108.9345703125
139,-108.30685424804688
140,-107.61803436279297
141,-109.24557495117188
142,-111.00457000732422
143,-111.74716186523438
144,-112.12017822265625
145,-109.39505004882812
146,-108.92939758300781
147,-109.96000671386719
148,-109.91471099853516
149,-112.30815887451172
150,-115.3170394897461
151,-113.28023529052734
152,-112.1593017578125
153,-111.61922454833984
154,-109.62413024902344
155,-107.79926300048828
156,-106.56631469726562
157,-106.14093780517578
158,-108.41327667236328
159,-110.12449645996094
160,-108.8115463256836
161,-107.18538665771484
162,-105.13255310058594
163,-105.4250259399414
164,-108.02532196044922
165,-110.5787124633789
166,-109.43099975585938
167,-108.76505279541016
168,-108.45433044433594
169,-109.85626220703125
170,-112.12133026123047
171,-114.42083740234375
172,-113.48290252685547
173,-111.6558609008789
174,-110.44387817382812
175,-109.12772369384766
176,-108.90621185302734
177,-111.00910186767578
178,-108.8077163696289
179,-108.36872100830078
180,-112.2764892578125
181,-111.73267364501953
182,-109.57453918457031
183,-109.46178436279297
184,-110.35748291015625
185,-110.08860778808594
186,-110.21806335449219
187,-111.74251556396484
188,-112.30911254882812
189,-110.4333724975586
190,-111.89313507080078
191,-114.34406280517578
192,-112.82209014892578
193,-110.80927276611328
194,-109.53215789794922
195,-108.90594482421875
196,-108.64806365966797
197,-96.20137786865234
198,-79.5016860961914
199,-71.81114959716797
200,-71.05471801757812
201,-77.04556274414062
202,-91.1314697265625
203,-108.51223754882812
204,-107.73950958251953
205,-109.22090148925781
206,-109.15924835205078
207,-110.33438873291016
208,-113.93843841552734
209,-114.25017547607422
210,-111.43695831298828
211,-108.86210632324219
212,-109.42272186279297
213,-111.49586486816406
214,-110.42833709716797
215,-109.04874420166016
216,-108.01348114013672
217,-108.3172607421875
218,-110.65010833740234
219,-112.50139617919922
220,-111.60289764404297
221,-108.42694854736328
222,-108.15624237060547
223,-109.05852508544922
224,-108.10935974121094
225,-107.7554702758789
226,-108.97098541259766
227,-109.22467803955078
228,-107.23912811279297
229,-106.99877166748047
230,-109.45414733886719
231,-112.5956039428711
232,-113.60163116455078
233,-113.51665496826172
234,-113.39817810058594
235,-111.19721221923828
236,-109.2938232421875
237,-108.60233306884766
238,-110.10904693603516
239,-113.7829818725586
240,-112.69640350341797
241,-110.68274688720703
242,-110.6579818725586
243,-109.45893859863281
244,-107.57513427734375
245,-107.83015441894531
246,-108.23834991455078
247,-109.05831909179688
248,-110.76612091064453
249,-109.3980484008789
250,-109.23822021484375
251,-108.52570343017578
252,-106.39564514160156
253,-107.43296813964844
254,-109.00589752197266
255,-109.91648864746094
256,-109.93464660644531
257,-110.06998443603516
258,-110.71199798583984
259,-111.47953033447266
260,-111.51116943359375
261,-113.8136978149414
262,-111.75048828125
263,-110.00245666503906
264,-109.63715362548828
265,-108.20565795898438
266,-107.27857971191406
267,-107.58882141113281
268,-108.34068298339844
269,-109.65266418457031
270,-111.17373657226562
271,-110.81362915039062
272,-109.3581771850586
273,-109.77154541015625
274,-112.90904235839844
275,-111.45423889160156
276,-112.3635482788086
277,-116.13565063476562
278,-111.60572814941406
279,-111.21749877929688
280,-110.51651763916016
281,-111.24156951904297
282,-109.93183898925781
283,-108.82785034179688
284,-107.73046875
285,-107.89724731445312
286,-109.44544219970703
287,-110.7756118774414
288,-109.47565460205078
289,-109.1541519165039
290,-110.1842041015625
291,-109.44761657714844
292,-109.32192993164062
293,-109.52560424804688
294,-108.95716857910156
295,-108.5329818725586
296,-107.22441864013672
297,-106.6654052734375
